id,vendor_id,model,jpg_url,h264_url,mjpg_url,resolution,shape,onvif,psia,ptz,infrared,varifocal,sd_card,upnp,created_at,updated_at,model_slug,audio_io,default_username,default_password,more_info,discontinued,wifi,poe,audio_url,official_url
258,axis,p5522-e,axis-cgi/jpg/image.cgi,axis-media/media.amp,axis-cgi/mjpg/video.cgi,720x576,Dome,t,f,t,f,f,t,f,47:40.0,28:04.1,p5522-e,t,root,pass,,f,f,t,,
259,axis,p5532,axis-cgi/jpg/image.cgi,axis-media/media.amp,axis-cgi/mjpg/video.cgi,720x576,Dome,t,f,t,f,f,t,f,47:40.2,28:04.1,p5532,t,root,pass,,f,f,t,,
260,axis,p5532-e,axis-cgi/jpg/image.cgi,axis-media/media.amp,axis-cgi/mjpg/video.cgi,720x576,Dome,t,f,t,f,f,t,f,47:40.3,28:04.2,p5532-e,t,root,pass,,f,f,t,,
261,axis,p5534,axis-cgi/jpg/image.cgi,axis-media/media.amp,axis-cgi/mjpg/video.cgi,1280x720,Dome,t,f,t,f,f,t,f,47:40.4,28:04.2,p5534,t,root,pass,,f,f,t,,
262,axis,p5534-e,axis-cgi/jpg/image.cgi,axis-media/media.amp,axis-cgi/mjpg/video.cgi,1280x720,Dome,t,f,t,f,f,t,f,47:40.5,28:04.3,p5534-e,t,root,pass,,f,f,t,,
263,axis,p5544,axis-cgi/jpg/image.cgi,axis-media/media.amp,axis-cgi/mjpg/video.cgi,1280x720,Dome,t,f,t,f,f,t,f,47:40.6,28:04.3,p5544,t,root,pass,,f,f,t,,
264,axis,q6042,axis-cgi/jpg/image.cgi,axis-media/media.amp,axis-cgi/mjpg/video.cgi,736x576,Dome,t,f,t,f,f,t,f,47:40.7,28:04.4,q6042,t,root,pass,,f,f,t,,
265,axis,q6042-e,axis-cgi/jpg/image.cgi,axis-media/media.amp,axis-cgi/mjpg/video.cgi,736x576,Dome,t,f,t,f,f,t,f,47:40.8,28:04.4,q6042-e,t,root,pass,,f,f,t,,
266,axis,q6042-c,axis-cgi/jpg/image.cgi,axis-media/media.amp,axis-cgi/mjpg/video.cgi,736x576,Dome,t,f,t,f,f,t,f,47:41.0,28:04.5,q6042-c,f,root,pass,,f,f,f,,
267,axis,q6042-s,axis-cgi/jpg/image.cgi,axis-media/media.amp,axis-cgi/mjpg/video.cgi,736x576,Dome,t,f,t,f,f,t,f,47:41.1,28:04.5,q6042-s,f,root,pass,,f,f,f,,
268,axis,q6044,axis-cgi/jpg/image.cgi,axis-media/media.amp,axis-cgi/mjpg/video.cgi,1280x720,Dome,t,f,t,f,f,t,f,47:41.2,28:04.5,q6044,t,root,pass,,f,f,t,,
269,axis,q6044-e,axis-cgi/jpg/image.cgi,axis-media/media.amp,axis-cgi/mjpg/video.cgi,1280x720,Dome,t,f,t,f,f,t,f,47:41.3,28:04.5,q6044-e,t,root,pass,,f,f,t,,
270,axis,q6044-c,axis-cgi/jpg/image.cgi,axis-media/media.amp,axis-cgi/mjpg/video.cgi,1280x720,Dome,t,f,t,f,f,t,f,47:41.4,28:04.6,q6044-c,f,root,pass,,f,f,f,,
271,axis,q6044-s,axis-cgi/jpg/image.cgi,axis-media/media.amp,axis-cgi/mjpg/video.cgi,1280x720,Dome,t,f,t,f,f,t,f,47:41.5,28:04.6,q6044-s,f,root,pass,,f,f,f,,
272,axis,q6045,axis-cgi/jpg/image.cgi,axis-media/media.amp,axis-cgi/mjpg/video.cgi,1920x1080,Dome,t,f,t,f,f,t,f,47:41.6,28:04.7,q6045,t,root,pass,,f,f,t,,
273,axis,q6045-e,axis-cgi/jpg/image.cgi,axis-media/media.amp,axis-cgi/mjpg/video.cgi,1920x1080,Dome,t,f,t,f,f,t,f,47:41.7,28:04.7,q6045-e,t,root,pass,,f,f,t,,
274,axis,q6045-c,axis-cgi/jpg/image.cgi,axis-media/media.amp,axis-cgi/mjpg/video.cgi,1920x1080,Dome,t,f,t,f,f,t,f,47:41.9,28:04.7,q6045-c,f,root,pass,,f,f,f,,
275,axis,q6045-s,axis-cgi/jpg/image.cgi,axis-media/media.amp,axis-cgi/mjpg/video.cgi,1920x1080,Dome,t,f,t,f,f,t,f,47:42.0,28:04.7,q6045-s,f,root,pass,,f,f,f,,
276,axis,q8721-e,axis-cgi/jpg/image.cgi,axis-media/media.amp,axis-cgi/mjpg/video.cgi,1920x1080,Box,f,f,t,f,f,f,f,47:42.1,28:04.8,q8721-e,f,root,pass,,f,f,f,,
277,axis,q8722-e,axis-cgi/jpg/image.cgi,axis-media/media.amp,axis-cgi/mjpg/video.cgi,1920x1080,Box,f,f,t,f,f,f,f,47:42.2,28:04.8,q8722-e,f,root,pass,,f,f,f,,
285,axis,209fd,axis-cgi/jpg/image.cgi,,axis-cgi/mjpg/video.cgi,640x480,Dome,f,f,f,f,f,f,t,47:43.2,28:04.8,209fd,f,root,pass,,t,f,t,,http://www.axis.com/products/cam_209fd/
286,axis,216fd,axis-cgi/jpg/image.cgi,,axis-cgi/mjpg/video.cgi,640x480,Dome,f,f,f,f,t,f,t,47:43.3,28:04.8,216fd,t,root,pass,,t,f,t,,http://www.axis.com/en/products/cam_216/index.htm
287,axis,216mfd,axis-cgi/jpg/image.cgi,,axis-cgi/mjpg/video.cgi,1280x1024,Dome,f,f,f,f,t,f,t,47:43.5,28:04.9,216mfd,t,root,pass,,t,f,t,,http://www.axis.com/en/products/cam_216mfd/index.htm
291,axis,211w,axis-cgi/jpg/image.cgi,,axis-cgi/mjpg/video.cgi,640x480,Box,f,f,f,f,t,f,t,47:43.9,28:04.9,211w,t,root,pass,,t,t,t,,http://www.axis.com/products/cam_211w/
293,axis,233d,axis-cgi/jpg/image.cgi,,axis-cgi/mjpg/video.cgi,ntsc:704x480/pal:704x576,Dome,f,f,t,f,f,f,t,47:44.2,28:04.9,233d,t,root,pass,,t,f,f,,http://www.axis.com/en/products/cam_233d/index.htm
294,axis,210a,axis-cgi/jpg/image.cgi,,,640x480,Box,f,f,f,f,f,f,t,47:44.3,28:05.0,210a,t,root,pass,,t,f,t,,http://www.axis.com/en/products/cam_210a/index.htm
296,axis,213 ptz,axis-cgi/jpg/image.cgi,axis-media/media.amp,axis-cgi/mjpg/video.cgi,704x576,Box,f,f,t,t,f,f,t,47:44.5,47:44.5,213-ptz,t,root,pass,,t,f,f,,http://www.axis.com/products/cam_213/
297,axis,m1011,axis-cgi/jpg/image.cgi,axis-media/media.amp,axis-cgi/mjpg/video.cgi,640x480,Box,t,f,f,f,f,f,t,47:44.6,47:44.6,m1011,f,root,pass,,t,f,f,,http://www.axis.com/products/cam_m1011/
298,axis,207mw,axis-cgi/jpg/image.cgi,axis-media/media.amp,axis-cgi/mjpg/video.cgi,1280x1024,Box,f,f,f,f,f,f,t,47:44.7,47:44.7,207mw,t,root,pass,,t,t,f,,http://www.axis.com/products/cam_207mw/
300,axis,m1031-w,axis-cgi/jpg/image.cgi,axis-media/media.amp,axis-cgi/mjpg/video.cgi,640x480,Box,t,f,f,t,f,f,t,47:45.0,47:45.0,m1031-w,t,root,pass,,t,t,f,,http://www.axis.com/products/cam_m1031w/
299,axis,207w,axis-cgi/jpg/image.cgi,,axis-cgi/mjpg/video.cgi,640x480,Box,f,f,f,f,f,f,t,47:44.8,28:05.0,207w,t,root,pass,,t,t,f,,http://www.axis.com/products/cam_207w/
301,axis,207,axis-cgi/jpg/image.cgi,,axis-cgi/mjpg/video.cgi,640x480,Box,f,f,f,f,f,f,t,47:45.1,28:05.4,207,t,root,pass,,t,f,f,,http://www.axis.com/techsup/cam_servers/cam_207/
182,axis,m1113,axis-cgi/jpg/image.cgi,axis-media/media.amp,axis-cgi/mjpg/video.cgi,800x600,Box,t,f,f,f,f,f,t,47:31.0,48:54.7,m1113,f,root,pass,,f,f,t,,http://www.axis.com/products/cam_m1113/index.htm
184,axis,m1114,axis-cgi/jpg/image.cgi,axis-media/media.amp,axis-cgi/mjpg/video.cgi,1280x800,Box,t,f,f,f,f,f,t,47:31.2,48:54.9,m1114,f,root,pass,,f,f,t,,http://www.axis.com/products/cam_m1114/index.htm
185,axis,m1114-e,axis-cgi/jpg/image.cgi,axis-media/media.amp,axis-cgi/mjpg/video.cgi,1280x800,Box,t,f,f,f,f,f,t,47:31.3,48:55.1,m1114-e,f,root,pass,,f,f,t,,http://www.axis.com/products/cam_m1114/index.htm
890,axis,q1602,axis-cgi/jpg/image.cgi,axis-media/media.amp,axis-cgi/mjpg/video.cgi,768x576,Box,t,f,f,f,t,t,t,48:56.1,48:56.1,q1602,t,root,pass,,f,f,t,,http://www.axis.com/products/cam_q1602/index.htm
206,axis,q1614-e,axis-cgi/jpg/image.cgi,axis-media/media.amp,axis-cgi/mjpg/video.cgi,1280x960,Box,t,f,f,f,t,t,t,47:33.9,48:56.7,q1614-e,t,root,pass,,f,f,t,,http://www.axis.com/products/cam_q1614e/index.htm
295,axis,205,axis-cgi/jpg/image.cgi,,axis-cgi/mjpg/video.cgi,640x480,Box,f,f,f,f,f,f,t,47:44.4,28:57.5,205,f,root,pass,,t,f,f,,http://www.axis.com/products/cam_205/
229,axis,p3301,axis-cgi/jpg/image.cgi,axis-media/media.amp,axis-cgi/mjpg/video.cgi,640x480,Dome,t,f,f,f,t,f,f,47:36.7,28:03.6,p3301,t,root,pass,,f,f,t,,
292,axis,221,axis-cgi/jpg/image.cgi,,axis-cgi/mjpg/video.cgi,640x480,Box,f,f,f,t,t,f,t,47:44.0,28:57.4,221,f,root,pass,,t,f,t,,http://www.axis.com/products/cam_221/
316,ycam,ycam_default,live/0/jpeg.jpg,live/0/h264.sdp,live/0/mjpeg.jpg,640x480,Box,f,f,f,t,f,t,t,47:46.8,47:46.8,cube,t,admin,1234,,f,t,t,,http://www.y-cam.com/y-cam-cube/
316,ycam,cube,live/0/jpeg.jpg,live/0/h264.sdp,live/0/mjpeg.jpg,640x480,Box,f,f,f,t,f,t,t,47:46.8,47:46.8,cube,t,admin,1234,,f,t,t,,http://www.y-cam.com/y-cam-cube/
317,ycam,cube-hd-720,live/0/jpeg.jpg,live/0/h264.sdp,live/0/mjpeg.jpg,1280x720,Box,f,f,f,t,f,t,t,47:46.9,47:46.9,cube-hd-720,t,admin,1234,,f,t,f,,http://www.y-cam.com/y-cam-cube-hd-720/
318,ycam,cube-hd-1080,live/0/jpeg.jpg,live/0/h264.sdp,live/0/mjpeg.jpg,1920x1080,Box,f,f,f,t,f,t,t,47:47.0,47:47.0,cube-hd-1080,t,admin,1234,,f,t,f,,http://www.y-cam.com/y-cam-cube-hd-1080/
319,ycam,bullet-hd-720-2nd-gen,live/0/jpeg.jpg,live/0/h264.sdp,live/0/mjpeg.jpg,1280x720,Bullet,t,f,f,t,f,t,t,47:47.1,47:47.1,bullet-hd-720-2nd-gen,t,admin,1234,,f,t,t,,http://www.y-cam.com/y-cam-bullet-hd-720-2nd-gen/
320,ycam,bullet-hd-1080-2nd-gen,live/0/jpeg.jpg,live/0/h264.sdp,live/0/mjpeg.jpg,1920x1080,Bullet,t,f,f,t,f,t,t,47:47.2,47:47.2,bullet-hd-1080-2nd-gen,t,admin,1234,,f,t,t,,http://www.y-cam.com/y-cam-bullet-hd-1080-2nd-gen/
314,ycam,bullet-hd-720,snapshot.jpg,live_h264.sdp,stream.jpg,1280x720,Bullet,f,f,f,t,f,t,t,47:46.6,47:46.6,bullet-hd-720,t,admin,1234,,t,t,t,,http://www.y-cam.com/y-cam-bullet-hd/
302,ycam,white-s-poe,snapshot.jpg,,stream.jpg,640x480,Box,f,f,f,f,f,f,t,47:45.2,28:05.1,white-s-poe,t,admin,1234,,t,f,t,,http://www.y-cam.com/y-cam-white-s-poe/
303,ycam,black-sd-poe,snapshot.jpg,,stream.jpg,640x480,Box,f,f,f,t,f,t,t,47:45.3,28:05.1,black-sd-poe,t,admin,1234,,t,f,t,,http://www.y-cam.com/y-cam-black-sd-poe/
304,ycam,bullet-black,snapshot.jpg,,stream.jpg,640x480,Box,f,f,f,t,f,t,t,47:45.4,28:05.2,bullet-black,t,admin,1234,,t,t,t,,http://www.y-cam.com/y-cam-bullet-white/
305,ycam,bullet-white,snapshot.jpg,,stream.jpg,640x480,Box,f,f,f,f,f,t,t,47:45.5,28:05.2,bullet-white,t,admin,1234,,t,t,t,,http://www.y-cam.com/y-cam-bullet-white/
306,ycam,eyeball,snapshot.jpg,,stream.jpg,640x480,Box,f,f,f,f,f,t,t,47:45.6,28:05.2,eyeball,t,admin,1234,,f,t,t,,http://www.y-cam.com/y-cam-eyeball/
307,ycam,black-sd,snapshot.jpg,,stream.jpg,640x480,Box,f,f,f,t,f,t,t,47:45.8,28:05.2,black-sd,t,admin,1234,,t,t,f,,http://www.y-cam.com/y-cam-black-sd/
308,ycam,white-sd,snapshot.jpg,,stream.jpg,640x480,Box,f,f,f,f,f,t,t,47:45.9,28:05.2,white-sd,t,admin,1234,,t,t,f,,http://www.y-cam.com/y-cam-white-sd/
309,ycam,white-s,snapshot.jpg,,stream.jpg,640x480,Box,f,f,f,f,f,f,t,47:46.0,28:05.3,white-s,t,admin,1234,,t,t,f,,http://www.y-cam.com/y-cam-white-s/
310,ycam,black-s,snapshot.jpg,,stream.jpg,640x480,Box,f,f,f,t,f,f,t,47:46.1,28:05.3,black-s,t,admin,1234,,t,t,f,,http://www.y-cam.com/y-cam-black-s/
311,ycam,knight-s,snapshot.jpg,,stream.jpg,640x480,Box,f,f,f,t,f,f,t,47:46.2,28:05.3,knight-s,t,admin,1234,,t,t,f,,http://www.y-cam.com/y-cam-knight-s/
312,ycam,knight-sd,snapshot.jpg,,stream.jpg,640x480,Box,f,f,f,t,f,t,t,47:46.3,28:05.3,knight-sd,t,admin,1234,,t,t,f,,http://www.y-cam.com/y-cam-knight-sd/
315,ycam,bullet-hd-1080,snapshot.jpg,,cgi-bin/snapshot.fcgi,1920x1080,Bullet,f,f,f,t,f,t,t,47:46.7,28:05.4,bullet-hd-1080,t,admin,1234,,t,t,t,,http://www.y-cam.com/y-cam-bullet-hd-1080/
321,grandstream,grandstream_default,snapshot/view[CHANNEL].jpg,ipcam_h264.sdp,goform/stream?cmd=get&channel=[CHANNEL],1280x720,Bullet,t,f,f,t,f,f,f,47:47.4,47:47.4,gxv3672-hd,f,admin,admin,,f,f,t,,http://www.grandstream.com/index.php/products/ip-video-surveillance/gxv3672
321,grandstream,gxv3672-hd,snapshot/view[CHANNEL].jpg,ipcam_h264.sdp,goform/stream?cmd=get&channel=[CHANNEL],1280x720,Bullet,t,f,f,t,f,f,f,47:47.4,47:47.4,gxv3672-hd,f,admin,admin,,f,f,t,,http://www.grandstream.com/index.php/products/ip-video-surveillance/gxv3672
322,grandstream,gxv3672-fhd,snapshot/view[CHANNEL].jpg,ipcam_h264.sdp,goform/stream?cmd=get&channel=[CHANNEL],1920x1080,Bullet,t,f,f,t,f,f,f,47:47.5,47:47.5,gxv3672-fhd,f,admin,admin,,f,f,t,,http://www.grandstream.com/index.php/products/ip-video-surveillance/gxv3672
323,grandstream,gxv3672-hd-36,snapshot/view[CHANNEL].jpg,ipcam_h264.sdp,goform/stream?cmd=get&channel=[CHANNEL],1280x960,Bullet,t,f,f,t,f,f,f,47:47.6,47:47.6,gxv3672-hd-36,t,admin,admin,,f,f,t,,http://www.grandstream.com/index.php/products/ip-video-surveillance/gxv3672
324,grandstream,gxv3672-fhd-36,snapshot/view[CHANNEL].jpg,ipcam_h264.sdp,goform/stream?cmd=get&channel=[CHANNEL],2048x1536,Bullet,t,f,f,t,f,f,f,47:47.7,47:47.7,gxv3672-fhd-36,t,admin,admin,,f,f,t,,http://www.grandstream.com/index.php/products/ip-video-surveillance/gxv3672
325,grandstream,gxv3674-hd-vf,snapshot/view[CHANNEL].jpg,ipcam_h264.sdp,goform/stream?cmd=get&channel=[CHANNEL],1280x960,Box,t,f,f,t,t,f,f,47:47.8,47:47.8,gxv3674-hd-vf,t,admin,admin,,f,f,t,,http://www.grandstream.com/index.php/products/ip-video-surveillance/gxv3674
326,grandstream,gxv3674-fhd-vf,snapshot/view[CHANNEL].jpg,ipcam_h264.sdp,goform/stream?cmd=get&channel=[CHANNEL],2048x1536,Box,t,f,f,t,t,f,f,47:47.9,47:47.9,gxv3674-fhd-vf,t,admin,admin,,f,f,t,,http://www.grandstream.com/index.php/products/ip-video-surveillance/gxv3674
327,grandstream,gxv3610-hd,snapshot/view[CHANNEL].jpg,ipcam_h264.sdp,goform/stream?cmd=get&channel=[CHANNEL],1280x960,Dome,t,f,f,t,f,f,f,47:48.0,47:48.0,gxv3610-hd,t,admin,admin,,f,f,t,,http://www.grandstream.com/index.php/products/ip-video-surveillance/gxv3610
328,grandstream,gxv3610-fhd,snapshot/view[CHANNEL].jpg,ipcam_h264.sdp,goform/stream?cmd=get&channel=[CHANNEL],2048x1536,Dome,t,f,f,t,f,f,f,47:48.2,47:48.2,gxv3610-fhd,t,admin,admin,,f,f,t,,http://www.grandstream.com/index.php/products/ip-video-surveillance/gxv3610
329,grandstream,gxv3651-fhd,snapshot/view[CHANNEL].jpg,ipcam_h264.sdp,goform/stream?cmd=get&channel=[CHANNEL],2592x1944,Box,t,f,f,f,f,t,f,47:48.3,47:48.3,gxv3651-fhd,t,admin,admin,,f,f,t,,http://www.grandstream.com/index.php/products/ip-video-surveillance/gxv3651
330,grandstream,gxv3662-hd,snapshot/view[CHANNEL].jpg,ipcam_h264.sdp,goform/stream?cmd=get&channel=[CHANNEL],1280x960,Dome,t,f,f,f,f,t,f,47:48.4,47:48.4,gxv3662-hd,t,admin,admin,,f,f,t,,http://www.grandstream.com/index.php/products/ip-video-surveillance/gxv3662
331,grandstream,gxv3662-fhd,snapshot/view[CHANNEL].jpg,ipcam_h264.sdp,goform/stream?cmd=get&channel=[CHANNEL],2048x1536,Dome,t,f,f,f,f,t,f,47:48.5,47:48.5,gxv3662-fhd,t,admin,admin,,f,f,t,,http://www.grandstream.com/index.php/products/ip-video-surveillance/gxv3662
332,grandstream,gxv3615wp-hd,snapshot/view[CHANNEL].jpg,ipcam_h264.sdp,goform/stream?cmd=get&channel=[CHANNEL],1600x1200,Box,t,f,f,f,f,t,f,47:48.6,47:48.6,gxv3615wp-hd,t,admin,admin,,f,t,t,,http://www.grandstream.com/index.php/products/ip-video-surveillance/gxv3615wp_hd
333,grandstream,gxv3615,snapshot/view[CHANNEL].jpg,ipcam_h264.sdp,goform/stream?cmd=get&channel=[CHANNEL],ntsc:704x480/pal:704x576,Box,t,f,f,f,f,f,f,47:48.7,47:48.7,gxv3615,t,admin,admin,,f,f,t,,http://www.grandstream.com/index.php/products/ip-video-surveillance/gxv3615
334,grandstream,gxv3615w,snapshot/view[CHANNEL].jpg,ipcam_h264.sdp,goform/stream?cmd=get&channel=[CHANNEL],ntsc:704x480/pal:704x576,Box,t,f,f,f,f,f,f,47:48.8,47:48.8,gxv3615w,t,admin,admin,,f,t,f,,http://www.grandstream.com/index.php/products/ip-video-surveillance/gxv3615
335,grandstream,gxv3611-hd,snapshot/view[CHANNEL].jpg,ipcam_h264.sdp,goform/stream?cmd=get&channel=[CHANNEL],1600x900,Dome,f,f,f,f,f,f,f,47:48.9,47:48.9,gxv3611-hd,t,admin,admin,,f,f,t,,http://www.grandstream.com/index.php/products/ip-video-surveillance/gxv3611-hd
336,grandstream,gxv3601-hd,snapshot/view[CHANNEL].jpg,ipcam_h264.sdp,goform/stream?cmd=get&channel=[CHANNEL],1600x1200,Bullet,t,f,f,f,t,t,f,47:49.1,47:49.1,gxv3601-hd,t,admin,admin,,f,f,t,,http://www.grandstream.com/index.php/products/ip-video-surveillance/gxv3601-hd
2038,siemens,siemens_default,,,,680x512,Box,t,f,f,f,f,t,t,51:29.7,28:51.1,ccis1425,t,root,,,f,f,t,,
2038,siemens,ccis1425,,,,680x512,Box,t,f,f,f,f,t,t,51:29.7,28:51.1,ccis1425,t,root,,,f,f,t,,
2039,siemens,ccmw1025,,,,1280x720,Box,t,f,f,f,f,t,t,51:29.9,28:51.2,ccmw1025,t,root,,,f,f,t,,
2040,siemens,ccms2025,,,,1920x1080,Box,t,f,f,f,f,t,t,51:30.2,28:51.2,ccms2025,t,root,,,f,f,t,,
2041,siemens,ccmw3025,,,,2048x1536,Box,t,f,f,f,f,t,t,51:30.4,28:51.3,ccmw3025,t,root,,,f,f,t,,
2042,siemens,ccic1410-law,,,,640x480,Box,f,f,f,f,f,f,t,51:30.8,28:51.3,ccic1410-law,t,root,,,f,t,f,,
2043,siemens,cfis1425,,,,680x512,Dome,t,f,f,f,t,t,t,51:31.2,28:51.3,cfis1425,t,root,,,f,f,t,,
2044,siemens,cfmw1025,,,,680x512,Dome,t,f,f,f,t,t,t,51:31.5,28:51.4,cfmw1025,t,root,,,f,f,t,,
2045,siemens,cfms2025,,,,680x512,Dome,t,f,f,f,t,t,t,51:31.8,28:51.4,cfms2025,t,root,,,f,f,t,,
2046,siemens,cfmw3025,,,,2048x1536,Dome,t,f,f,f,t,t,t,51:32.1,28:51.4,cfmw3025,t,root,,,f,f,t,,
2047,siemens,ccid1445-dn18,,,,720x576,Dome,t,f,f,f,f,t,t,51:32.4,28:51.4,ccid1445-dn18,t,root,,,f,f,t,,
2048,siemens,ccid1445-dn28,,,,720x576,Dome,t,f,f,f,f,t,t,51:32.6,28:51.5,ccid1445-dn28,t,root,,,f,f,t,,
2049,siemens,ccid1445-dn36,,,,720x576,Dome,t,f,f,f,f,t,t,51:32.8,28:51.5,ccid1445-dn36,t,root,,,f,f,t,,
2050,siemens,ccid1410-st,,,,640x480,Dome,f,f,t,f,f,t,t,51:33.1,28:51.5,ccid1410-st,t,root,,,t,f,t,,
2051,siemens,cvms2025-ir,,,,1920x1080,Dome,t,f,f,t,t,t,t,51:33.4,28:51.6,cvms2025-ir,t,root,,,f,f,t,,
2052,siemens,cvmw3025-ir,,,,2048x1536,Dome,t,f,f,t,t,t,t,51:33.6,28:51.6,cvmw3025-ir,t,root,,,f,f,t,,
345,dlink,dlink_default,cgi-bin/video.jpg,live.sdp,video/mjpg.cgi,1280x1024,Box,f,f,f,f,f,f,t,47:50.1,47:50.1,dcs-3110,t,admin,,,f,f,t,,http://www.dlink.com/rs/sr/support/product/dcs-3110-megapixel-poe-fixed-camera
345,dlink,dcs-3110,cgi-bin/video.jpg,live.sdp,video/mjpg.cgi,1280x1024,Box,f,f,f,f,f,f,t,47:50.1,47:50.1,dcs-3110,t,admin,,,f,f,t,,http://www.dlink.com/rs/sr/support/product/dcs-3110-megapixel-poe-fixed-camera
341,dlink,dcs-2000,cgi-bin/video.jpg,,video/mjpg.cgi,640x480,Box,f,f,f,f,f,f,f,47:49.6,28:05.5,dcs-2000,t,,,,t,f,f,,http://www.dlink.com/rs/sr/support/product/dcs-2000-internet-camera-with-audio-monitoring
342,dlink,dcs-2100-plus,cgi-bin/video.jpg,,video/mjpg.cgi,640x480,Box,f,f,f,f,f,f,f,47:49.7,28:05.5,dcs-2100,t,,,,t,t,f,,http://www.dlink.com/rs/sr/support/product/dcs-2100plus-enhanced-2-4ghz-802-11b-wireless-internet-camera
343,dlink,dcs-2100g,cgi-bin/video.jpg,,,640x480,Box,f,f,f,f,f,f,t,47:49.9,28:05.6,dcs-2100g,t,admin,,,t,t,f,,http://www.dlink.com/rs/sr/support/product/dcs-2100g-wireless-g-internet-camera
574,dlink,dcs-2120,cgi-bin/video.jpg,,,640x480,Box,f,f,f,f,f,f,t,48:16.7,28:06.0,dcs-2120,t,admin,,,t,t,f,,http://www.dlink.com/rs/sr/support/product/dcs-2120-wireless-internet-camera-with-3g-mobile-video-support
338,dlink,dcs-1000,image.jpg,,video.cgi,640x480,Box,f,f,f,f,f,f,f,47:49.3,28:05.4,dcs-1000,f,,,,t,f,f,,http://www.dlink.com/rs/sr/support/product/dcs-1000-internet-securty-camera
339,dlink,dcs-1000w,image.jpg,,video.cgi,640x480,Box,f,f,f,f,f,f,f,47:49.4,28:05.5,dcs-1000w,f,,,,t,t,f,,http://www.dlink.com/rs/sr/support/product/dcs-1000w
588,dlink,dcs-900,image.jpg,,mjpeg.cgi,640x480,Box,f,f,f,f,f,f,f,48:18.4,28:06.1,dcs-900,f,admin,,,t,f,f,,http://www.dlink.com/rs/sr/support/product/dcs-900-internet-camera
589,dlink,dcs-930,image.jpg,,mjpeg.cgi,640x480,Box,f,f,f,f,f,f,t,48:18.6,28:06.1,dcs-930,f,admin,,,f,t,f,,http://www.dlink.com/rs/sr/support/product/dcs-930-wireless-n-home-network-camera
590,dlink,dcs-930l,image.jpg,,mjpeg.cgi,640x480,Box,f,f,f,f,f,f,t,48:18.7,28:06.1,dcs-930l,t,admin,,,f,t,f,,http://www.dlink.com/rs/sr/support/product/dcs-930l-wireless-n-network-camera
591,dlink,dcs-932,image.jpg,,mjpeg.cgi,640x480,Box,f,f,f,t,f,f,t,48:18.8,28:06.2,dcs-932,f,admin,,,t,t,f,,http://www.dlink.com/rs/sr/support/product/dcs-932-wireless-n-day-and-night-home-network-camera
592,dlink,dcs-932l,image.jpg,,mjpeg.cgi,640x480,Box,f,f,f,t,f,f,t,48:18.9,28:06.2,dcs-932l,t,admin,,,f,t,f,,http://www.dlink.com/rs/sr/support/product/dcs-932l-day-night-cloud-camera
593,dlink,dcs-933l,image.jpg,,mjpeg.cgi,640x480,Box,f,f,f,t,f,f,t,48:19.0,28:06.2,dcs-933l,t,admin,,,f,t,f,,http://www.dlink.com/rs/sr/support/product/dcs-933l-day-night-network-camera
344,dlink,dcs-3010,image/jpeg.cgi,live.sdp,video/mjpeg.cgi,1280x800,Box,t,f,f,f,f,t,t,47:50.0,47:50.0,dcs-3010,t,admin,,,f,f,t,,http://www.dlink.com/rs/sr/support/product/dcs-3010-hd-poe-fixed-camera
346,dlink,dcs-3430,image/jpeg.cgi,live.sdp,video/mjpg.cgi,640x480,Box,f,f,f,f,f,t,t,47:50.2,47:50.2,dcs-3430,t,admin,,,f,t,f,,http://www.dlink.com/rs/sr/support/product/dcs-3430-wireless-day-night-fixed-camera
347,dlink,dcs-3710,image/jpeg.cgi,live.sdp,video/mjpg.cgi,1280x1024,Box,t,f,f,f,t,t,t,47:50.3,47:50.3,dcs-3710,t,admin,,,f,f,t,,http://www.dlink.com/rs/sr/support/product/dcs-3710-hd-wdr-poe-day-night-fixed-camera?revision=deu_reva
348,dlink,dcs-3716,image/jpeg.cgi,live.sdp,video/mjpg.cgi,1920x1080,Box,t,f,f,f,t,t,t,47:50.4,47:50.4,dcs-3716,t,admin,,,f,f,t,,http://www.dlink.com/rs/sr/support/product/dcs-3716-full-hd-wdr-poe-day-night-fixed-camera
349,dlink,dcs-6010l,image/jpeg.cgi,live.sdp,video/mjpg.cgi,1600x1200,Dome,t,f,f,f,f,t,t,47:50.5,47:50.5,dcs-6010l,t,admin,,,f,t,f,,http://www.dlink.com/rs/sr/support/product/dcs-6010l-2-megapixel-panoramic-wireless-cloud-camera
350,dlink,dcs-6110,image/jpeg.cgi,live.sdp,video/mjpg.cgi,640x480,Dome,f,f,f,f,t,f,t,47:50.7,47:50.7,dcs-6110,f,admin,,,t,f,t,,http://www.dlink.com/rs/sr/support/product/dcs-6110-fixed-dome-poe-network-camera
351,dlink,dcs-6111,image/jpeg.cgi,live.sdp,video/mjpg.cgi,640x480,Dome,f,f,f,t,t,f,t,47:50.8,47:50.8,dcs-6111,t,admin,,,f,f,t,,http://www.dlink.com/rs/sr/support/product/dcs-6111-wdr-poe-day-night-fixed-dome-camera
353,dlink,dcs-6210,image/jpeg.cgi,live.sdp,video/mjpg.cgi,1920x1080,Dome,t,f,f,f,f,t,t,47:51.0,47:51.0,dcs-6210,t,admin,,,f,f,t,,http://www.dlink.com/rs/sr/support/product/dcs-6210-outdoor-hd-poe-day-night-vandal-resistant-fixed-dome-camera-with-ir-led
